37687|94|0|0|15|146|2009-09-03 09:56:00|2009-09-03 15:56:00|2009-09-03 10:00:00|2009-09-03 16:00:00|131|0|0|12|0|4|4|4|4|-1|-1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|2|5|0|1|0|0|3|0|0|0|0|0|0|0|0|0|09999020801251993360|40040|001D06023|40040||50156||40040|001D06023||||||||||||||||||0|0|0|0|
37688|0|267|0|3|300|2009-09-03 09:55:00|2009-09-03 15:55:00|2009-09-03 10:00:00|2009-09-03 16:00:00|30|0|0|0|0|3|3|3|3|-1|-1|1|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|2|5|1|1|0|0|1|0|0|0|0|0|0|0|0|0|09999020351251993300|40030|001D06010|40030||50354||40030|001D06010||||||||||||||||||0|0|0|0|
37689|0|0|0|3|182|2009-09-03 09:57:02|2009-09-03 15:57:02|2009-09-03 10:00:04|2009-09-03 16:00:04|179|0|0|0|0|11|11|11|11|-1|-1|3|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999021371251993422|40120|002D09005|40120||50457||40120|002D09005||||||||||||||||||0|0|0|0|
37690|0|0|0|4|32|2009-09-03 09:59:33|2009-09-03 15:59:33|2009-09-03 10:00:05|2009-09-03 16:00:05|28|0|0|0|1|5|5|5|5|-1|-1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999022551251993573|40050|001D07006|40050||50294||40050|001D07006||||||||||||||||||0|0|0|0|
37691|0|0|0|4|27|2009-09-03 09:59:39|2009-09-03 15:59:39|2009-09-03 10:00:06|2009-09-03 16:00:06|23|0|0|0|1|8|8|8|8|-1|-1|2|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999022601251993579|40080|001D09015|40080||50331||40080|001D09015||||||||||||||||||0|0|0|0|
37692|0|0|0|4|34|2009-09-03 09:59:35|2009-09-03 15:59:35|2009-09-03 10:00:09|2009-09-03 16:00:09|30|0|0|0|1|1|1|1|1|-1|-1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999022571251993575|40010|001D05012|40010||50174||40010|001D05012||||||||||||||||||0|0|0|0|
37693|106|0|0|5|176|2009-09-03 09:55:30|2009-09-03 15:55:30|2009-09-03 10:00:12|2009-09-03 16:00:12|171|0|0|0|2|7|7|7|7|-1|-1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999020581251993330|40070|001D08022|40070||50065||40070|001D08022||||||||||||||||||0|0|0|0|
37694|0|0|0|5|33|2009-09-03 09:59:39|2009-09-03 15:59:39|2009-09-03 10:00:12|2009-09-03 16:00:12|28|0|0|0|2|1|1|1|1|-1|-1|4|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999022591251993579|40010|001D10023|40010||50177||40010|001D10023||||||||||||||||||0|0|0|0|
37695|0|0|0|4|164|2009-09-03 09:57:32|2009-09-03 15:57:32|2009-09-03 10:00:16|2009-09-03 16:00:16|160|0|0|0|1|11|11|11|11|-1|-1|3|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|2|5|0|1|0|0|1|0|0|0|0|0|0|0|0|0|09999021611251993452|40120|002D09009|40120||50438||40120|002D09009||||||||||||||||||0|0|0|0|
37696|49|0|0|3|203|2009-09-03 09:56:04|2009-09-03 15:56:04|2009-09-03 10:00:16|2009-09-03 16:00:16|200|0|0|0|0|5|5|5|5|-1|-1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|2|5|0|1|0|0|2|0|0|0|0|0|0|0|0|0|09999020871251993364|40050|001D07012|40050||52250010||40050|001D07012||||||||||||||||||0|0|0|0|
